，	11021
的	7748
。	3897
一	2875
是	2654
不	2030
了	1974
在	1756
有	1722
、	1701
人	1582
我	1506
0	1459
这	1386
大	1307
1	1292
个	1249
中	1122
上	1035
2	1029
为	995
年	979
你	952
来	951
时	918
以	912
到	882
和	881
就	855
们	841
可	810
“	802
”	799
家	787
生	780
要	780
会	757
也	749
.	729
出	724
都	719
：	710
能	709
下	705
自	691
小	669
好	666
！	654
多	649
对	649
学	645
子	644
后	633
行	629
他	621
天	614
心	605
成	596
过	587
用	573
看	571
现	560
发	551
国	549
地	535
说	531
里	530
e	525
于	524
着	513
5	513
a	513
日	511
得	504
之	504
还	501
文	489
-	486
方	478
业	477
分	475
而	474
很	471
前	471
作	453
经	449
高	447
4	447
最	446
么	444
开	442
新	441
然	432
如	423
同	413
没	411
所	399
3	394
o	393
想	391
点	390
公	390
去	381
m	381
动	375
车	375
起	373
己	372
那	369
样	369
市	368
金	367
定	362
力	361
？	360
实	360
间	359
理	357
回	356
等	356
场	355
道	354
面	354
情	348
女	347
月	344
长	342
进	338
6	337
与	336
者	335
事	333
她	333
其	332
美	331
主	327
老	327
意	326
种	325
本	325
8	323
i	322
《	320
》	319
关	319
当	319
让	317
入	316
全	316
但	316
只	312
给	311
9	310
加	307
比	306
7	306
r	305
内	303
因	301
常	301
度	299
水	296
—	293
从	293
化	292
气	290
相	290
头	290
合	287
欢	287
体	285
孩	285
更	283
机	282
色	282
保	282
外	281
第	280
将	278
花	274
知	272
无	272
品	270
果	269
做	265
）	262
手	261
部	261
乐	261
被	260
次	259
重	259
n	258
（	258
明	257
平	256
些	255
已	254
法	254
民	254
安	254
两	253
期	252
路	252
工	252
s	252
三	251
S	249
t	249
应	248
此	246
资	246
名	244
感	244
把	243
带	243
身	243
活	239
爱	239
A	238
别	237
流	235
目	235
通	230
节	228
并	227
性	227
特	226
周	226
正	225
放	224
信	220
族	220
每	219
打	219
直	218
系	218
l	218
西	216
；	216
股	215
真	215
物	213
位	212
量	209
光	208
结	207
接	207
表	207
及	203
电	201
音	201
师	200
…	198
基	197
至	197
风	196
式	196
白	196
原	195
代	195
问	195
变	194
口	194
东	193
E	193
少	193
今	191
产	190
利	190
,	188
男	187
数	186
设	186
提	185
什	183
走	182
完	182
试	181
